iteration,type,step,episode_return,num_episodes,step_rate,duration
0,PPO-RND-actor10,250000,0.0,180,64.85139424481945,3854.9672356500014
0,PPO-RND-actor13,250000,0.0,208,64.8589867436422,3854.515966895
0,PPO-RND-actor12,250000,0.0,180,64.82992512930713,3856.2438488299995
0,PPO-RND-actor14,250000,0.0,191,64.81340863122205,3857.226541230999
0,PPO-RND-actor15,250000,0.0,175,64.80927202357931,3857.472737991
0,PPO-RND-actor16,250000,0.0,189,64.80690641308364,3857.6135451749997
0,PPO-RND-actor18,250000,0.0,188,64.81650254127516,3857.042422811999
0,PPO-RND-actor19,250000,0.0,169,64.81811640478163,3856.9463888579994
0,PPO-RND-actor17,250000,0.0,196,64.77538794627817,3859.490586259999
0,PPO-RND-actor21,250000,0.5555555555555556,180,64.82588040614891,3856.4844539509995
0,PPO-RND-actor20,250000,0.0,185,64.80786332299209,3857.556586212999
0,PPO-RND-actor23,250000,0.0,176,64.84416972784078,3855.3967311060005
0,PPO-RND-actor22,250000,0.0,172,64.8210581254022,3856.7713522410013
0,PPO-RND-actor24,250000,0.0,163,64.85622026225404,3854.680383609999
0,PPO-RND-actor25,250000,0.0,171,64.86961616308669,3853.884372793
0,PPO-RND-actor26,250000,0.0,183,64.87951570030366,3853.296334005001
0,PPO-RND-actor28,250000,0.0,176,64.90886975109584,3851.5537392450024
0,PPO-RND-actor27,250000,0.0,176,64.89006706081977,3852.6697740299987
0,PPO-RND-actor29,250000,0.0,161,64.92292655443674,3850.719819144002
0,PPO-RND-actor30,250000,0.0,166,64.93824901038144,3849.811225431
0,PPO-RND-actor31,250000,0.5847953216374269,171,64.9527033055448,3848.954505003001
0,evaluation,100000,0.0,83,965.4209725481414,103.5817563979981
iteration,type,step,episode_return,num_episodes,step_rate,duration
0,PPO-RND-actor0,250000,290.7859078590786,369,38.41402016057045,6508.040526740002
0,PPO-RND-actor1,250000,274.937343358396,399,38.280254866358966,6530.782014716999
0,PPO-RND-actor2,250000,284.98659517426273,373,38.11769462103782,6558.6337916150005
0,PPO-RND-actor3,250000,283.7628865979381,388,37.98888228562734,6580.872743776003
0,PPO-RND-actor4,250000,284.8,375,37.885100242546,6598.900316997002
0,PPO-RND-actor5,250000,278.60696517412936,402,37.85055792053815,6604.922456488999
0,PPO-RND-actor6,250000,294.2708333333333,384,37.82177470299701,6609.948950391001
0,PPO-RND-actor7,250000,294.25587467362925,383,37.796766128700575,6614.322483271
0,PPO-RND-actor9,250000,282.5,400,37.79794977942078,6614.115354376001
0,PPO-RND-actor8,250000,285.5614973262032,374,37.77998803360916,6617.259904306997
0,PPO-RND-actor10,250000,274.9360613810742,391,37.76336759097249,6620.172297868998
0,PPO-RND-actor11,250000,277.4611398963731,386,37.759148817489375,6620.911959863999
0,PPO-RND-actor13,250000,284.5771144278607,402,37.75246012379771,6622.085002677999
0,PPO-RND-actor12,250000,281.1224489795918,392,37.733968224289626,6625.330220082
0,PPO-RND-actor15,250000,300.2659574468085,376,37.76257815342621,6620.310694472999
0,PPO-RND-actor14,250000,292.6509186351706,381,37.75114106125244,6622.316384936999
0,PPO-RND-actor17,250000,286.88946015424165,389,37.750942552770546,6622.351207537002
0,PPO-RND-actor16,250000,298.14323607427053,377,37.74178378604597,6623.958247899001
0,PPO-RND-actor18,250000,280.5128205128205,390,37.75358908118576,6621.886980397998
0,PPO-RND-actor19,250000,291.0941475826972,393,37.755532294489875,6621.546163089999
0,PPO-RND-actor20,250000,287.27272727272725,385,37.76012715392586,6620.740417024997
0,PPO-RND-actor21,250000,278.1954887218045,399,37.76244370642415,6620.334265006
0,PPO-RND-actor23,250000,296.8421052631579,380,37.77910681660147,6617.414255282001
0,PPO-RND-actor22,250000,295.97855227882036,373,37.76836523085266,6619.296293920001
0,PPO-RND-actor25,250000,283.3333333333333,390,37.789847215383034,6615.533494356998
0,PPO-RND-actor24,250000,285.0828729281768,362,37.7804422036362,6617.180356241002
0,PPO-RND-actor28,250000,289.6825396825397,378,37.81204234139295,6611.650271170998
0,PPO-RND-actor26,250000,282.25,400,37.79599606115843,6614.4572455630005
0,PPO-RND-actor27,250000,284.9104859335038,391,37.799942792662826,6613.766623174
0,PPO-RND-actor30,250000,287.012987012987,385,37.81929641989205,6610.382097655998
0,PPO-RND-actor31,250000,298.67021276595744,376,37.82680193682498,6609.070479114998
0,PPO-RND-actor29,250000,296.7741935483871,372,37.81095516757551,6611.840375150998
0,evaluation,100000,415.1515151515151,132,741.4156057393667,134.87711780800237
1,PPO-RND-actor8,250000,1191.3725490196077,255,50.23752569939795,4976.359733477002
1,PPO-RND-actor9,250000,1190.6474820143885,278,50.23541252383664,4976.569066321001
1,PPO-RND-actor24,250000,1180.2197802197802,273,50.232073295091425,4976.899888869
1,PPO-RND-actor1,250000,1241.4937759336099,241,50.22482984283342,4977.6176600760045
1,PPO-RND-actor10,250000,1200.7751937984497,258,50.198235817206,4980.254702782
1,PPO-RND-actor19,250000,1189.090909090909,275,50.19613889947928,4980.462750344996
1,PPO-RND-actor4,250000,1205.226480836237,287,50.19495448104159,4980.580271159004
1,PPO-RND-actor6,250000,1237.630662020906,287,50.1885214160885,4981.218672042003
1,PPO-RND-actor27,250000,1237.4045801526718,262,50.180639668455036,4982.001059606999
1,PPO-RND-actor20,250000,1199.2424242424242,264,50.179500507838235,4982.114159565001
1,PPO-RND-actor5,250000,1203.0075187969924,266,50.17908862435254,4982.155054101
1,PPO-RND-actor16,250000,1230.514705882353,272,50.17714190938817,4982.348346014998
1,PPO-RND-actor11,250000,1205.3639846743295,261,50.176613401285735,4982.400824875
1,PPO-RND-actor23,250000,1241.0646387832699,263,50.17610364288271,4982.451443008002
1,PPO-RND-actor13,250000,1237.6923076923076,260,50.17501013539602,4982.560029890999
1,PPO-RND-actor7,250000,1240.2826855123674,283,50.17337418716395,4982.722490765998
1,PPO-RND-actor21,250000,1208.921933085502,269,50.17223092096988,4982.836031226001
1,PPO-RND-actor2,250000,1228.957528957529,259,50.171176888832875,4982.9407142260025
1,PPO-RND-actor31,250000,1230.5343511450383,262,50.17022677939793,4983.0350797349965
1,PPO-RND-actor12,250000,1264.6840148698884,269,50.16975234167676,4983.082202546997
1,PPO-RND-actor17,250000,1195.3846153846155,260,50.1666285685315,4983.392488863003
1,PPO-RND-actor0,250000,1197.7272727272727,264,50.16528042829271,4983.526412403
1,PPO-RND-actor30,250000,1190.5511811023623,254,50.16114378820768,4983.937388979
1,PPO-RND-actor15,250000,1224.6031746031747,252,50.160926383532875,4983.958990081002
1,PPO-RND-actor25,250000,1245.4212454212454,273,50.15633544239143,4984.415184939997
1,PPO-RND-actor3,250000,1212.8301886792453,265,50.152197646602175,4984.826422994
1,PPO-RND-actor18,250000,1191.2727272727273,275,50.150339428152336,4985.011125561003
1,PPO-RND-actor14,250000,1220.4724409448818,254,50.14890044073688,4985.154166948003
1,PPO-RND-actor29,250000,1230.188679245283,265,50.147741459715675,4985.269380493002
1,PPO-RND-actor28,250000,1217.6,250,50.14826761138272,4985.217075440003
1,PPO-RND-actor22,250000,1208.1712062256809,257,50.14747926230219,4985.295446104999
1,PPO-RND-actor26,250000,1223.5714285714287,280,50.14484981090127,4985.556860630004
1,evaluation,100000,1346.1538461538462,52,997.7336813966709,100.2271466470047
iteration,role,step,episode_return,num_episodes,step_rate,duration
0,PPO-RND-actor20,0,65.0197628458498,506,75.06282349711725,6661.087029575996
0,PPO-RND-actor19,0,66.39511201629328,491,73.93385252240324,6762.801922820014
0,PPO-RND-actor17,0,69.25996204933587,527,72.70260233550557,6877.332914338011
0,PPO-RND-actor12,0,74.45972495088408,509,72.36699076245084,6909.227463129995
0,PPO-RND-actor21,0,68.33667334669339,499,72.26974423913788,6918.524553587995
0,PPO-RND-actor15,0,71.68316831683168,505,72.00338542569388,6944.117933398986
0,PPO-RND-actor10,0,73.17554240631164,507,71.91253449855648,6952.890806679003
0,PPO-RND-actor16,0,70.8,500,71.90837338810368,6953.293148509998
0,PPO-RND-actor14,0,71.71314741035856,502,71.62797789813082,6980.512568860999
0,PPO-RND-actor18,0,81.73076923076923,520,70.87743260765924,7054.4315955649945
0,PPO-RND-actor13,0,78.91566265060241,498,70.73619683220294,7068.516861120996
0,PPO-RND-actor11,0,90.7949790794979,478,70.37057649256266,7105.242345895007
0,PPO-RND-actor0,0,84.30962343096235,478,69.89899485960741,7153.178683102
0,PPO-RND-actor8,0,85.57504873294347,513,69.92832076854128,7150.178847494011
0,PPO-RND-actor3,0,81.4453125,512,69.71526752763762,7172.030141056006
0,PPO-RND-actor4,0,83.16831683168317,505,69.6980362126558,7173.803268638003
0,PPO-RND-actor1,0,96.56565656565657,495,69.66320276826649,7177.390360061996
0,PPO-RND-actor7,0,94.6938775510204,490,69.71724149464922,7171.827072911008
0,PPO-RND-actor6,0,82.93172690763052,498,69.70413984509756,7173.1750956419855
0,PPO-RND-actor2,0,89.09465020576131,486,69.65638420196706,7178.092944794
0,PPO-RND-actor9,0,83.26530612244898,490,69.70490354387238,7173.0965051160165
0,PPO-RND-actor5,0,87.60162601626017,492,69.65051169254286,7178.698158129002
0,evaluation,0,491.30434782608694,23,867.2369707301143,23.061747451982228
1,PPO-RND-actor20,500000,478.08641975308643,324,76.13885218707664,6566.949535455002
1,PPO-RND-actor17,500000,480.82191780821915,292,75.13620421044342,6654.581572947005
1,PPO-RND-actor19,500000,476.5676567656766,303,74.88687002773453,6676.737855579006
iteration,role,step,episode_return,num_episodes,step_rate,duration
0,PPO-RND-actor27,0,8.305084745762711,590,60.78072857302168,8226.291650967993
0,PPO-RND-actor31,0,8.528428093645484,598,60.7875456234115,8225.369109283987
0,PPO-RND-actor29,0,7.641196013289036,602,58.7534136579586,8510.143817528995
0,PPO-RND-actor25,0,7.308970099667774,602,58.714365865349066,8515.803460207011
0,PPO-RND-actor30,0,8.038585209003216,622,58.52596641949247,8543.216465938982
0,PPO-RND-actor26,0,5.741626794258373,627,58.1754075944177,8594.69698065301
0,PPO-RND-actor28,0,8.047945205479452,584,58.12914714906444,8601.536828294018
0,PPO-RND-actor23,0,6.0,600,58.01405104913374,8618.601717307
0,PPO-RND-actor24,0,5.583756345177665,591,57.87442286674586,8639.395007899002
0,PPO-RND-actor13,0,5.339805825242719,618,57.61759015762619,8677.905456165987
0,PPO-RND-actor15,0,7.6923076923076925,624,57.12912146528722,8752.103781322978
0,PPO-RND-actor21,0,7.413509060955519,607,56.997585112780435,8772.301475767017
0,PPO-RND-actor10,0,5.815831987075929,619,56.812778597386995,8800.836930426012
0,PPO-RND-actor22,0,4.368932038834951,618,56.868320973412395,8792.241294300999
0,PPO-RND-actor14,0,8.085808580858085,606,56.774281565529705,8806.804528612003
0,PPO-RND-actor12,0,6.688963210702341,598,56.64303111568042,8827.211223546008
0,PPO-RND-actor16,0,6.57051282051282,624,56.65066245958657,8826.022120336012
0,PPO-RND-actor18,0,7.33652312599681,627,56.628741451556785,8829.438676961
0,PPO-RND-actor7,0,5.990016638935108,601,56.490555735565586,8851.037018303003
0,PPO-RND-actor3,0,6.610169491525424,590,56.373134280855915,8869.473134294007
0,PPO-RND-actor1,0,7.863247863247863,585,56.32332572919873,8877.316698306997
0,PPO-RND-actor11,0,6.644518272425249,602,56.35590448842082,8872.184814330016
0,PPO-RND-actor8,0,7.619047619047619,630,56.300579929496834,8880.903191869991
0,PPO-RND-actor4,0,9.586776859504132,605,56.25453987581705,8888.171534310997
0,PPO-RND-actor6,0,6.310679611650485,618,56.26354430813193,8886.749069018988
0,PPO-RND-actor5,0,7.448494453248811,631,56.220449663292925,8893.561026183976
0,PPO-RND-actor9,0,7.783417935702199,591,56.252312706179794,8888.523439234006
0,PPO-RND-actor0,0,6.840390879478828,614,56.170872981834336,8901.410525731015
0,PPO-RND-actor2,0,5.970149253731344,603,56.18253492612748,8899.562838476995
0,PPO-RND-actor17,0,6.957928802588997,618,56.306431157155714,8879.98030996602
0,PPO-RND-actor20,0,5.443234836702955,643,56.33471989750631,8875.521186750993
0,PPO-RND-actor19,0,6.6115702479338845,605,56.3144641151477,8878.713628130005
0,evaluation,0,0.0,20,958.0275841149519,20.876225624000654
1,PPO-RND-actor27,500000,1.4610389610389611,616,62.55334050150349,7993.178237827
1,PPO-RND-actor31,500000,2.0761245674740483,578,62.35334282116275,8018.816271552001
1,PPO-RND-actor29,500000,1.5,600,60.442123027535814,8272.376530722016
1,PPO-RND-actor25,500000,1.335559265442404,599,60.43961339955241,8272.720023780013
1,PPO-RND-actor30,500000,2.1702838063439067,599,60.18296622412119,8307.99861439201
1,PPO-RND-actor26,500000,1.495016611295681,602,59.88622516506365,8349.165415283001
1,PPO-RND-actor24,500000,0.9630818619582665,623,59.69085459554522,8376.492569722992
1,PPO-RND-actor23,500000,1.680672268907563,595,59.67378818715491,8378.88820518399
1,PPO-RND-actor28,500000,2.1630615640599,601,59.667286317542505,8379.80124215901
1,PPO-RND-actor13,500000,1.6920473773265652,591,59.21470126414199,8443.849066630006
1,PPO-RND-actor21,500000,1.644736842105263,608,58.684265640910056,8520.171370287018
1,PPO-RND-actor15,500000,2.4958402662229617,601,58.57270308837018,8536.399613410991
1,PPO-RND-actor16,500000,2.195945945945946,592,58.34186524920674,8570.175085494004
1,PPO-RND-actor14,500000,2.5906735751295336,579,58.32539406654414,8572.595316365012
1,PPO-RND-actor22,500000,2.2071307300509337,589,58.246738400958655,8584.17164164802
1,PPO-RND-actor10,500000,2.1630615640599,601,58.18479974943009,8593.30962989002
1,PPO-RND-actor18,500000,1.3675213675213675,585,58.1702609260808,8595.457404521003
1,PPO-RND-actor12,500000,1.6891891891891893,592,58.12003015901073,8602.886107113998
1,PPO-RND-actor7,500000,2.7777777777777777,576,57.99906330224611,8620.828881224996
1,PPO-RND-actor11,500000,1.174496644295302,596,57.845272423240196,8643.748729224026
1,PPO-RND-actor3,500000,3.1986531986531985,594,57.71409957409739,8663.394277824002
1,PPO-RND-actor1,500000,1.9130434782608696,575,57.702992455283734,8665.061875040003
1,PPO-RND-actor8,500000,1.6778523489932886,596,57.69729010622238,8665.918262009975
1,PPO-RND-actor20,500000,2.413793103448276,580,57.681180668903146,8668.338515295996
1,PPO-RND-actor6,500000,1.362862010221465,587,57.67146477471464,8669.798867658013
1,PPO-RND-actor9,500000,3.247863247863248,585,57.669576817285815,8670.082695146994
1,PPO-RND-actor17,500000,1.7064846416382253,586,57.666904393646284,8670.484487720998
1,PPO-RND-actor19,500000,2.413793103448276,580,57.65974144012425,8671.561604541988
1,PPO-RND-actor4,500000,1.530612244897959,588,57.655328751862136,8672.225288176007
1,PPO-RND-actor5,500000,2.4955436720142603,561,57.654677752816355,8672.323209291993
1,PPO-RND-actor2,500000,1.9031141868512111,578,57.627794724424476,8676.368797227013
1,PPO-RND-actor0,500000,2.1352313167259784,562,57.613104574927235,8678.581091733009
1,evaluation,20000,0.0,24,961.2247098905945,20.806789291003952
2,PPO-RND-actor27,1000000,3.3755274261603376,711,62.40720541993789,8011.895367457997
2,PPO-RND-actor31,1000000,3.566333808844508,701,62.036822960293094,8059.729304965003
2,PPO-RND-actor25,1000000,3.4732272069464543,691,60.39041807395265,8279.459158367012
2,PPO-RND-actor29,1000000,2.7434842249657065,729,60.205425807607234,8304.899322493002
2,PPO-RND-actor30,1000000,3.6465638148667603,713,59.83692387545674,8356.044522621
2,PPO-RND-actor26,1000000,5.255681818181818,704,59.78913752796494,8362.72307434
2,PPO-RND-actor24,1000000,3.8081805359661494,709,59.59072320607845,8390.567744427011
2,PPO-RND-actor28,1000000,3.8904899135446684,694,59.47454672476161,8406.957724518987
2,PPO-RND-actor23,1000000,5.8171745152354575,722,59.41776968535815,8414.991048094002
2,PPO-RND-actor13,1000000,3.576341127922971,727,58.956580217688156,8480.81754663901
2,PPO-RND-actor15,1000000,2.292263610315186,698,58.473747986509,8550.845759286021
2,PPO-RND-actor21,1000000,5.04774897680764,733,58.37872413569031,8564.764088331984
2,PPO-RND-actor14,1000000,7.174231332357247,683,58.15551156560227,8597.63737846198
2,PPO-RND-actor16,1000000,4.0,725,58.13925776296911,8600.040991896996
2,PPO-RND-actor10,1000000,4.680851063829787,705,58.134771215816684,8600.704699496011
2,PPO-RND-actor18,1000000,4.378531073446328,708,58.10251299889899,8605.479766589007
2,PPO-RND-actor22,1000000,4.728789986091794,719,58.070540421785374,8610.217786305002
2,PPO-RND-actor12,1000000,5.439330543933054,717,57.931990671275834,8630.809923952998
2,PPO-RND-actor7,1000000,4.243281471004243,707,57.821718993516235,8647.269723268982
